incident_id,number,user_id,cohort_month,months_since_onboard,opened_at,resolved_at,priority,state,category,assignment_group,location,resolution_hrs,sla_breached,reopen_count
INC8499943,INC0304004,USER0146,2024-01,8,2024-09-09,,high,new,Security,Service Desk,Remote,,yes,2
INC7222569,INC0304213,USER0149,2023-09,5,28/02/2024 21:35,,P3,in progress,Security,Service Desk,Hyderabad,,YES,0
INC5671739,INC0300507,USER0181,2023-05,15,2024-08-03 19:36:13,,4 - Low,new,Access,Application Support,Mumbai,,,0
INC3391448,INC0304941,USER0134,2023-04,10,2024-02-13 14:49:11,,3 - Moderate,New,Database,Security Ops,Hyderabad,,YES,2
INC5913758,INC0300155,USER0066,2023-02,20,10-05-2024,,,new,Access,Application Support,,,YES,0
INC3363587,INC0300074,USER0055,2024-05,5,2024-10-24 22:30:42,,P1,,Network,Service Desk,Chennai,,no,2
INC4110859,INC0301447,USER0161,2024-05,0,2024-05-27 20:59:28,,3 - Moderate,On Hold,Network,Application Support,Delhi,,yes,1
INC6611026,INC0301343,USER0106,2023-06,12,2024-06-30 14:45:22,2024-07-01 07:19:17,high,Closed,Database,Service Desk,,16.57,No,0
INC3394449,INC0301264,USER0242,2024-05,0,2023-04-08 08:12:31,2023-04-09 04:26:23,high,Closed,Database,Database Admin,Remote,20.23,,
INC3978371,INC0301371,USER0254,2023-10,9,01/07/2024 22:01,,P2,,,Database Admin,Bangalore,,Yes,0
INC6618375,INC0305418,USER0263,2023-06,2,2023-08-17 15:14:29,N/A,critical,resolved,Hardware,Security Ops,Mumbai,,No,1
INC5060229,INC0303524,USER0252,2024-05,0,2023-06-17 00:16:36,,P2,resolved,Database,Database Admin,Delhi,20.52,Yes,2
INC7435291,INC0300715,USER0277,2024-04,0,2023-06-21 18:46:57,23/06/2023 07:49,LOW,CLOSED,Access,Service Desk,Mumbai,37.05,No,0
INC4336101,INC0302762,USER0144,2024-04,0,2024-01-20 13:05:49,,P3,In Progress,,Application Support,Hyderabad,,YES,2
INC4770883,INC0303231,USER0023,2023-11,4,2024-03-22 07:12:33,2024-03-22 22:29:08,LOW,Closed,,Application Support,Hyderabad,15.28,,0
INC6750379,INC0301985,USER0115,2024-05,1,2024-06-30,NULL,LOW,Closed,Access,Database Admin,Delhi,14.81,Yes,2
INC2619154,INC0300807,USER0060,2023-08,10,2024-06-29 23:10:34,NULL,P2,Closed,Security,Infrastructure,Bangalore,16.71,yes,0
INC5767687,INC0305273,USER0283,2024-02,5,2024-07-25 16:50:36,,P1,Resolved,,Service Desk,Remote,,,1
INC7369189,INC0304997,USER0297,2023-04,0,2023/04/23 11:06,04-23-2023,P3,Closed,,Application Support,Chennai,0.5,,1
INC7309136,INC0302739,USER0267,2024-02,0,2023-07-30 20:29:57,,P3,in progress,Access,Infrastructure,Mumbai,,No,
INC6657394,INC0302269,USER0086,2024-02,9,2024/11/25 08:09,,1 - Critical,,Access,Database Admin,Chennai,,no,
INC9306553,INC0305074,USER0281,2024-01,3,2024-04-29 12:15:06,,P1,,,Service Desk,,,no,0
INC7548592,INC0303426,USER0297,2023-04,20,23/12/2024 23:14,2024-12-24,LOW,CLOSED,Network,Application Support,Chennai,12.8,no,0
INC5026570,INC0300520,USER0179,2023-01,3,2023-04-29 23:24:11,2023-04-30 04:27:30,P3,Resolved,Hardware,Security Ops,,5.06,Yes,1
INC8887768,INC0302503,USER0296,2023-09,2,16/11/2023 16:46,,,,,Service Desk,Delhi,,No,0
INC4602046,INC0302742,USER0187,2024-01,0,2023-05-22 12:38:14,,,,Network,Infrastructure,Mumbai,,no,0
INC8129126,INC0304838,USER0125,2023-07,11,06-22-2024,,4 - Low,In Progress,Network,Service Desk,Hyderabad,,YES,0
INC5999661,INC0301963,USER0100,2023-05,11,2024-04-30,,,in progress,Access,Database Admin,Bangalore,,,0
INC8587096,INC0303930,USER0210,2023-06,0,03-26-2023,,2 - High,New,Access,Database Admin,,,Yes,1
INC5998491,INC0301259,USER0150,2023-10,0,2023-04-09 11:04:31,,high,,Hardware,Security Ops,Remote,,,0
INC5845065,INC0303662,USER0059,2023-08,0,2023-06-18 01:39:08,,,in progress,Network,Security Ops,Bangalore,,,0
INC3574528,INC0300171,USER0204,2023-02,0,2023-02-09 13:44:23,,,new,,Infrastructure,,,no,
INC2041923,INC0303387,USER0142,2023-10,12,2024-10-21 18:18:39,,4 - Low,in progress,Software,Application Support,Mumbai,,,
INC8358417,INC0300288,USER0109,2023-02,12,2024-02-22 06:06:35,,P2,New,Database,Service Desk,,,Yes,0
INC8013040,INC0303639,USER0205,2024-01,4,2024-05-27 21:03:08,,critical,In Progress,,Service Desk,Remote,,no,0
INC6703386,INC0301919,USER0028,2023-09,14,11-12-2024,2024/11/12 13:22,P1,resolved,Network,Infrastructure,,,yes,0
INC5509841,INC0303462,USER0029,2024-06,0,17/05/2023 05:04,,1 - Critical,In Progress,Network,Security Ops,,,YES,0
INC4739703,INC0304399,USER0247,2023-08,7,2024-03-12,,P1,New,Hardware,Security Ops,Bangalore,,No,
INC2110266,INC0304356,USER0030,2024-04,0,2023-02-02 13:25:00,2023-02-03,P1,resolved,,Database Admin,Hyderabad,16.99,no,2
INC9703071,INC0304573,USER0026,2023-03,0,2023-02-27 01:22:25,,,in progress,Database,Infrastructure,Hyderabad,,No,0
INC5931736,INC0305079,USER0190,2023-03,20,2024/11/24 21:38,,3 - Moderate,,,Security Ops,Mumbai,,yes,0
INC9668198,INC0301543,USER0065,2023-01,20,2024-09-05 00:59:35,2024-09-06 16:03:55,4 - Low,Closed,Security,Database Admin,Bangalore,39.07,YES,
INC3501560,INC0304855,USER0126,2023-01,1,2023-02-24 14:55:29,,,In Progress,Security,Database Admin,Delhi,,No,1
INC2818451,INC0302980,USER0067,2023-02,0,2023-02-02 09:37:45,,LOW,,Database,Infrastructure,Remote,,yes,0
INC9756914,INC0300881,USER0207,2023-02,12,2024-02-13 06:45:42,2024-02-13 07:15:42,P1,CLOSED,,Security Ops,Remote,0.5,Yes,0
INC6673824,INC0303247,USER0259,2024-04,0,2023-03-12,,P3,new,Software,Application Support,Delhi,,YES,1
INC7208482,INC0300248,USER0258,2023-04,0,2023-04-21 05:32:56,,4 - Low,Closed,,Infrastructure,,10.29,YES,
INC6851266,INC0303650,USER0144,2024-04,6,29/10/2024 09:39,,P3,On Hold,Network,Application Support,Bangalore,,No,
INC5501091,INC0304376,USER0225,2024-04,0,18/04/2024 14:33,,P2,On Hold,,Security Ops,,,No,
INC7585003,INC0304319,USER0290,2024-03,1,2024-04-14 20:33:29,2024-04-14 21:03:29,P1,resolved,Software,Infrastructure,Delhi,0.5,yes,
INC9345351,INC0301670,USER0256,2024-04,0,2023/11/04 01:13,,high,New,Software,Service Desk,Chennai,,YES,0
INC8721869,INC0300470,USER0241,2024-05,0,2023-05-16 16:55:23,N/A,LOW,Resolved,,Infrastructure,,,YES,2
INC4300902,INC0305271,USER0119,2024-02,9,2024-11-02,2024-11-02 19:43:43,3 - Moderate,Resolved,Database,Application Support,,18.05,yes,0
INC2633963,INC0303799,USER0168,2023-03,15,2024-06-06,,high,On Hold,Security,Database Admin,Delhi,,,
INC3984671,INC0305472,USER0239,2024-02,0,2023-11-02 19:19:55,2023-11-03 05:56:02,critical,CLOSED,Security,Infrastructure,Chennai,10.6,No,
INC6825375,INC0301707,USER0057,2024-01,0,2023-03-03 09:22:52,2023-03-05 22:18:38,P2,CLOSED,Software,Infrastructure,Delhi,60.93,,0
INC4773362,INC0303862,USER0097,2024-01,1,02-12-2024,,4 - Low,New,,Database Admin,Chennai,,No,
INC3053657,INC0301069,USER0244,2023-07,2,2023-09-19 19:05:54,09-20-2023,critical,Closed,Software,Database Admin,,,No,
INC2342805,INC0303038,USER0226,2023-08,15,2024-11-08 19:04:14,2024-11-09,critical,resolved,Network,Security Ops,Mumbai,25.39,No,0
INC4440928,INC0302619,USER0113,2024-02,0,14/07/2023 04:18,,,in progress,Security,Database Admin,Hyderabad,,,1
INC3676710,INC0305116,USER0092,2023-01,13,05/02/2024 04:34,,P2,On Hold,,Infrastructure,Hyderabad,,Yes,0
INC6023842,INC0302999,USER0094,2023-03,12,2024-03-13,,P2,On Hold,,Application Support,Hyderabad,,,1
INC3339834,INC0303573,USER0252,2024-05,3,2024-08-21 20:52:31,,1 - Critical,in progress,Software,Database Admin,Delhi,,no,0
INC5822763,INC0303502,USER0179,2023-01,0,2023-01-06 11:08:47,,1 - Critical,In Progress,Access,Security Ops,Remote,,No,0
INC5850864,INC0303670,USER0164,2023-09,11,2024/08/13 00:37,,critical,,Software,Database Admin,Mumbai,,,2
INC4637966,INC0301711,USER0205,2024-01,0,31/05/2023 14:10,,high,New,Network,Service Desk,Remote,,No,1
INC5533931,INC0301779,USER0108,2023-01,22,2024-11-15 17:58:18,,P2,In Progress,,Infrastructure,Chennai,,yes,0
INC7116346,INC0302893,USER0157,2023-12,0,2023-09-29 15:03:31,2023-09-30 04:17:02,critical,Resolved,Access,Application Support,Delhi,13.23,Yes,0
INC3714436,INC0304049,USER0172,2023-05,0,2023/04/18 07:51,,critical,In Progress,Security,Application Support,Mumbai,,No,0
INC3237591,INC0305063,USER0103,2023-07,1,31/08/2023 16:49,,,In Progress,Security,Database Admin,Delhi,,yes,
INC9780755,INC0301977,USER0003,2023-07,4,2023-11-25,,3 - Moderate,in progress,Access,Application Support,Delhi,,YES,0
INC9923401,INC0303514,USER0025,2023-04,11,2024-03-05 19:33:21,07/03/2024 05:04,1 - Critical,CLOSED,Access,Security Ops,Bangalore,33.52,yes,0
INC8744582,INC0302592,USER0244,2023-07,13,2024-08-20 18:36:20,,LOW,,Security,Database Admin,Remote,,Yes,
INC4847783,INC0302558,USER0198,2024-01,2,24/03/2024 22:10,2024-03-26 00:02:27,LOW,CLOSED,,Security Ops,Delhi,25.87,,
INC8444073,INC0301760,USER0213,2023-03,0,2023-02-23 07:53:48,2023-02-24 09:32:42,,Closed,Software,Infrastructure,,,,1
INC4060783,INC0305119,USER0140,2023-04,0,2023-04-12 15:32:48,,P3,,Network,Service Desk,Hyderabad,,Yes,0
INC9761131,INC0301531,USER0175,2023-07,3,10-11-2023,,P1,,Network,Infrastructure,Bangalore,,No,
INC8289065,INC0301903,USER0284,2023-09,5,2024-02-21,,2 - High,new,Network,Infrastructure,Delhi,,,1
INC6343634,INC0301694,USER0221,2023-07,14,2024-09-18 13:46:43,,,,Network,Infrastructure,Chennai,,Yes,2
INC4867130,INC0304202,USER0113,2024-02,2,2024-04-10 00:37:23,,1 - Critical,new,Software,Database Admin,,,No,
INC7915337,INC0300513,USER0270,2024-02,0,2023-10-06 12:26:17,2023-10-06,4 - Low,CLOSED,,Application Support,Remote,0.5,yes,0
INC5644332,INC0302199,USER0175,2023-07,8,2024-03-27 11:27:08,,LOW,,,Infrastructure,,,yes,
INC6151905,INC0300243,USER0292,2023-03,6,2023-09-29 11:10:19,,P1,New,Hardware,Database Admin,Remote,,yes,0
INC4429510,INC0300510,USER0150,2023-10,9,2024-07-13 06:29:59,,4 - Low,,Software,Security Ops,,,YES,2
INC3994865,INC0303567,USER0165,2024-01,11,2024-12-27 06:31:27,,3 - Moderate,in progress,Security,Application Support,,,,0
INC9034924,INC0300336,USER0289,2024-05,0,2023-04-19 08:54:12,2023/04/20 07:20,3 - Moderate,resolved,Hardware,Database Admin,Chennai,,Yes,2
INC9803054,INC0300567,USER0067,2023-02,9,27/11/2023 16:12,28/11/2023 15:59,3 - Moderate,Closed,,Infrastructure,,23.79,Yes,
INC4455723,INC0302835,USER0220,2024-04,0,2023-01-13 04:53:32,,1 - Critical,,Network,Database Admin,,,YES,1
INC5825354,INC0300135,USER0023,2023-11,6,2024-05-01 17:05:07,,3 - Moderate,,Database,Application Support,Mumbai,,YES,
INC7537268,INC0301829,USER0100,2023-05,5,2023-10-16 16:50:45,2023/10/17 16:59,1 - Critical,CLOSED,Security,Database Admin,Mumbai,24.15,no,0
INC7751108,INC0304473,USER0222,2024-06,0,2023-11-02 11:45:55,,4 - Low,in progress,Database,Infrastructure,Bangalore,,,
INC3119959,INC0303896,USER0040,2023-03,20,2024-11-18 00:47:05,18/11/2024 09:22,,Closed,Network,Security Ops,Remote,8.58,yes,
INC7722783,INC0301989,USER0054,2023-12,2,2024/02/15 13:27,,1 - Critical,New,,Service Desk,Hyderabad,,YES,2
INC2465874,INC0304925,USER0259,2024-04,0,2023/12/29 07:45,,P1,In Progress,,Application Support,Bangalore,,,
INC9041077,INC0303765,USER0077,2024-04,3,2024-07-04 19:11:58,,,On Hold,Software,Application Support,Delhi,,YES,1
INC6441449,INC0300855,USER0055,2024-05,0,2023-01-24 04:55:21,,P1,in progress,Network,Service Desk,,,No,2
INC3976655,INC0302120,USER0232,2023-07,0,16/05/2023 21:44,,1 - Critical,,,Application Support,Hyderabad,,,0
INC5242645,INC0302727,USER0053,2023-04,9,01-17-2024,,LOW,New,Security,Application Support,Hyderabad,,,
INC5851956,INC0301790,USER0242,2024-05,0,2023-11-10 04:49:04,12/11/2023 04:23,,CLOSED,Network,Database Admin,Remote,47.58,No,
INC5657646,INC0302099,USER0086,2024-02,0,2023-11-17 11:00:57,2023-11-19 00:49:28,,Resolved,Software,Database Admin,Remote,37.81,no,
INC3921766,INC0305372,USER0092,2023-01,13,2024/02/20 19:56,,critical,New,Security,Infrastructure,,,Yes,0
INC7546224,INC0300697,USER0062,2024-01,6,2024-07-22 13:32:13,,critical,new,Software,Application Support,Mumbai,,Yes,2
INC5895512,INC0302780,USER0196,2023-05,0,01/05/2023 07:18,NULL,4 - Low,Resolved,Database,Database Admin,,,Yes,
INC8613189,INC0303631,USER0137,2023-03,0,2023/01/10 10:58,,high,in progress,,Database Admin,,,YES,2
INC3739577,INC0300714,USER0085,2023-12,1,2024-01-21 04:32:09,,2 - High,On Hold,Database,Service Desk,Hyderabad,,Yes,
INC3936310,INC0304482,USER0293,2024-01,0,2024-01-16 17:05:04,,,On Hold,Software,Infrastructure,Delhi,,,0
INC3174767,INC0302247,USER0094,2023-03,15,2024-06-01 19:40:36,06-03-2024,,Resolved,Network,Application Support,Mumbai,33.01,no,2
INC4304901,INC0301775,USER0132,2023-01,11,2023-12-27 14:59:57,,3 - Moderate,in progress,,Service Desk,Mumbai,,yes,
INC2208513,INC0300911,USER0035,2023-03,13,04-03-2024,,critical,In Progress,,Service Desk,,,,0
INC5453870,INC0300678,USER0070,2023-12,0,2023-06-15 00:59:49,,critical,New,Database,Database Admin,Delhi,,yes,2
INC3929066,INC0302993,USER0093,2023-08,5,2024-01-12 23:28:25,2024-01-13 20:50:00,P1,Closed,Database,Security Ops,Remote,21.36,,0
INC2224100,INC0303356,USER0186,2024-05,6,22/11/2024 16:40,2024-11-24 03:35:37,high,Resolved,Hardware,Application Support,,,,
INC7339105,INC0303425,USER0140,2023-04,4,2023/08/18 04:04,N/A,1 - Critical,resolved,Access,Service Desk,Chennai,,no,0
INC6167384,INC0303056,USER0046,2024-03,9,09/12/2024 01:06,2024-12-09 07:47:07,high,CLOSED,Hardware,Application Support,Hyderabad,6.68,No,1
INC5097291,INC0304245,USER0028,2023-09,12,2024/09/13 18:53,,P1,,,Infrastructure,Remote,,,0
INC7626491,INC0305251,USER0168,2023-03,4,2023-07-08 03:55:23,,critical,In Progress,,Database Admin,Bangalore,,,2
INC5353571,INC0305182,USER0291,2023-01,17,17/06/2024 03:03,,P1,in progress,Network,Service Desk,Hyderabad,,No,
INC7346397,INC0300026,USER0261,2023-09,1,2023-10-06 17:48:21,,2 - High,new,Software,Infrastructure,Hyderabad,,No,
INC4168193,INC0303246,USER0268,2024-05,0,2023-05-27 13:14:07,2023-05-28 22:58:10,,Closed,Network,Database Admin,,33.73,Yes,2
INC4451385,INC0302441,USER0062,2024-01,0,27/12/2023 20:54,,2 - High,On Hold,Hardware,Application Support,Remote,,no,1
INC2934545,INC0303587,USER0203,2023-04,6,2023-10-26 03:43:13,,P2,,,Database Admin,,,YES,0
INC4371958,INC0304083,USER0194,2023-02,7,2023-09-11 04:57:12,,2 - High,new,,Database Admin,Hyderabad,,Yes,1
INC7501538,INC0300455,USER0184,2023-11,7,2024-06-17 21:34:56,,P3,New,Network,Database Admin,Hyderabad,,Yes,0
INC2734923,INC0302171,USER0131,2023-05,0,02/04/2023 07:36,,P2,,Hardware,Infrastructure,Delhi,,,1
INC6105910,INC0302307,USER0206,2023-05,4,25/09/2023 02:31,,P3,On Hold,Hardware,Security Ops,Bangalore,,no,1
INC5026548,INC0304635,USER0181,2023-05,8,2024-01-07 21:52:41,,P3,in progress,,Application Support,Delhi,,Yes,
INC9449998,INC0300781,USER0051,2024-03,0,2023-11-17,,critical,,,Application Support,,,yes,0
INC7348874,INC0304520,USER0222,2024-06,0,2023-07-04 06:06:56,,3 - Moderate,,Network,Infrastructure,Hyderabad,,Yes,0
INC4935637,INC0304828,USER0047,2023-03,1,2023-04-05 18:19:37,,1 - Critical,new,Database,Security Ops,Hyderabad,,,0
INC3751827,INC0301686,USER0237,2023-11,10,2024-09-27,,1 - Critical,On Hold,Database,Infrastructure,Mumbai,,Yes,0
INC3953030,INC0304212,USER0131,2023-05,17,2024-10-19 23:13:24,,1 - Critical,New,Database,Infrastructure,Chennai,,yes,
INC8279840,INC0303577,USER0231,2024-06,0,22/03/2024 10:08,,1 - Critical,New,Access,Security Ops,Chennai,,yes,0
INC3434719,INC0304079,USER0134,2023-04,3,2023-07-05 20:55:47,,1 - Critical,in progress,Hardware,Security Ops,Bangalore,,yes,
INC8874666,INC0301357,USER0172,2023-05,7,2023-12-09 08:54:30,,,Resolved,Access,Application Support,Delhi,,no,0
INC7402162,INC0305197,USER0065,2023-01,6,2023-07-07 14:48:33,,P1,New,Network,Database Admin,Hyderabad,,no,0
INC5783986,INC0304193,USER0165,2024-01,8,2024-09-14 21:47:24,,1 - Critical,In Progress,,Application Support,Hyderabad,,,0
INC7552252,INC0304460,USER0066,2023-02,9,2023-11-24 06:31:11,25/11/2023 11:18,critical,CLOSED,Software,Application Support,Mumbai,28.78,,1
INC4568107,INC0302113,USER0048,2024-06,0,2024-02-12 13:55:28,2024/02/13 13:50,,resolved,Security,Infrastructure,Bangalore,23.92,,1
INC4054044,INC0305441,USER0062,2024-01,10,2024-11-02 13:43:01,,4 - Low,In Progress,Network,Application Support,Mumbai,,,
INC8845013,INC0305130,USER0053,2023-04,0,2023-04-18 06:00:15,,P1,In Progress,,Application Support,Hyderabad,,,1
INC7580248,INC0301074,USER0276,2024-04,4,2024-08-19 03:43:02,,3 - Moderate,,Database,Database Admin,Remote,,No,0
INC3538508,INC0300505,USER0249,2023-12,1,2024-01-20 10:31:09,,P1,in progress,,Database Admin,,,Yes,1
INC9036356,INC0304773,USER0137,2023-03,2,2023-05-23 16:39:39,,1 - Critical,New,Security,Database Admin,Delhi,,YES,1
INC5564339,INC0301560,USER0180,2023-04,18,10-19-2024,,4 - Low,In Progress,Software,Database Admin,Hyderabad,,no,2
INC9608657,INC0300922,USER0111,2024-05,5,25/10/2024 03:17,,1 - Critical,resolved,Network,Security Ops,Hyderabad,29.01,no,
INC6642978,INC0300969,USER0073,2023-09,0,2023-05-28,,1 - Critical,new,Hardware,Security Ops,,,YES,
INC3578164,INC0304406,USER0245,2023-09,0,2023-01-05 06:02:30,,P2,In Progress,Access,Service Desk,Hyderabad,,no,0
INC5870379,INC0300214,USER0086,2024-02,0,2023-06-12 00:21:25,,P1,On Hold,,Database Admin,Chennai,,YES,1
INC5797453,INC0300133,USER0047,2023-03,20,2024-11-01 21:57:09,,P2,,Hardware,Security Ops,Remote,,,0
INC8078907,INC0302731,USER0048,2024-06,0,2023-10-04 15:32:42,,3 - Moderate,new,Access,Infrastructure,Bangalore,,YES,1
INC4303795,INC0300450,USER0117,2023-04,8,2023-12-25 05:34:13,,critical,,Hardware,Database Admin,Bangalore,,yes,1
INC3415694,INC0300530,USER0283,2024-02,6,2024-08-02 19:59:29,2024-08-03 10:38:37,4 - Low,Resolved,Security,Service Desk,Hyderabad,14.65,Yes,0
INC5163291,INC0300266,USER0208,2023-09,0,2023-01-31 06:53:15,,LOW,In Progress,Hardware,Application Support,Bangalore,,YES,0
INC4368667,INC0302900,USER0193,2023-01,13,2024-02-03 07:34:51,2024/02/03 11:41,high,CLOSED,Access,Service Desk,Hyderabad,4.11,Yes,
INC8438415,INC0301734,USER0136,2023-07,10,20/05/2024 12:51,05-21-2024,3 - Moderate,resolved,Hardware,Security Ops,Chennai,28.78,no,0
INC5107138,INC0301027,USER0020,2024-05,2,2024-07-11 05:55:01,,,,,Infrastructure,Remote,,No,0
INC3360891,INC0301524,USER0032,2023-08,2,07/10/2023 21:14,2023-10-08 22:52:11,,Closed,,Infrastructure,Bangalore,25.63,yes,0
INC6943712,INC0302087,USER0111,2024-05,3,2024-08-29 23:00:50,,P3,,Access,Security Ops,Hyderabad,,no,0
INC8953202,INC0304059,USER0164,2023-09,0,2023-03-14 07:45:57,,1 - Critical,Closed,Access,Database Admin,,,No,1
INC7514458,INC0302369,USER0070,2023-12,0,2023/10/14 10:09,,P3,,,Database Admin,,,,2
INC9143357,INC0302225,USER0178,2024-05,3,2024-08-18 01:57:09,N/A,4 - Low,Closed,Network,Application Support,,14.1,No,1
INC6480569,INC0300442,USER0177,2023-02,6,2023-08-06 21:42:24,,,resolved,Access,Service Desk,Mumbai,,,
INC7209722,INC0303877,USER0228,2024-04,0,22/04/2023 21:57,2023-04-23 06:19:39,,Closed,Security,Security Ops,Remote,8.36,No,1
INC9835948,INC0303856,USER0221,2023-07,6,2024-01-13 02:01:47,,,New,Database,Infrastructure,Delhi,,,1
INC9687454,INC0305234,USER0261,2023-09,0,2023/02/03 10:39,2023-02-03 11:09:59,LOW,Closed,Database,Infrastructure,Chennai,0.5,YES,0
INC3151429,INC0301988,USER0049,2023-04,0,2023/01/25 20:37,,3 - Moderate,In Progress,,Security Ops,,,,
INC9464259,INC0303503,USER0052,2024-06,0,2023-05-15 23:30:56,2023-05-16 13:44:31,critical,CLOSED,Database,Security Ops,,14.23,No,
INC8739136,INC0303702,USER0256,2024-04,2,2024-06-21 11:48:51,2024-06-21 22:07:38,P1,resolved,,Service Desk,Bangalore,10.31,YES,
INC3049162,INC0301063,USER0076,2023-02,11,31/01/2024 13:06,NULL,LOW,resolved,,Service Desk,Delhi,27.9,,0
INC3496118,INC0304060,USER0202,2023-01,8,2023-09-21 04:12:44,,LOW,new,Security,Application Support,Delhi,,no,
INC4639954,INC0305158,USER0114,2024-04,4,2024-08-16 04:04:25,,,On Hold,Security,Application Support,Bangalore,,Yes,0
INC9981649,INC0303238,USER0260,2023-03,14,2024/05/16 11:49,16/05/2024 17:40,LOW,CLOSED,Access,Service Desk,Chennai,5.85,No,
INC4967454,INC0301222,USER0081,2024-05,0,2023/02/22 03:21,,P2,new,,Service Desk,Hyderabad,,YES,2
INC9019314,INC0305242,USER0020,2024-05,0,2023-03-22 16:32:46,,,in progress,,Infrastructure,Chennai,,no,0
INC4515134,INC0303729,USER0199,2024-06,0,09/01/2024 03:34,2024-01-10 21:06:18,,CLOSED,Network,Application Support,Chennai,41.52,YES,1
INC8988054,INC0301157,USER0195,2024-03,3,2024-06-15,,P1,New,,Infrastructure,Hyderabad,,,0
INC5863607,INC0300108,USER0252,2024-05,0,2023-11-09,,P1,,Database,Database Admin,Delhi,,No,2
INC2010367,INC0300209,USER0214,2023-02,6,2023-08-08 07:54:35,,3 - Moderate,,,Application Support,Remote,,,0
INC5913853,INC0302807,USER0063,2023-05,5,03/10/2023 03:14,,critical,On Hold,Software,Service Desk,Remote,,YES,1
INC6210116,INC0302594,USER0143,2024-03,0,2023-08-01 17:19:36,,3 - Moderate,New,Software,Infrastructure,Delhi,,No,
INC8987646,INC0301756,USER0171,2023-05,13,2024-06-03 09:33:57,2024-06-04 21:46:48,,resolved,Hardware,Database Admin,Remote,36.21,Yes,
INC4201381,INC0304637,USER0295,2023-12,0,2023-05-23 10:57:55,,,New,Database,Database Admin,,,no,
INC5744739,INC0302330,USER0272,2023-04,3,2023-07-17 14:18:35,,P3,In Progress,Database,Service Desk,Bangalore,,yes,
INC5861733,INC0304632,USER0135,2024-05,0,2024-04-29 03:03:15,29/04/2024 11:35,2 - High,Resolved,,Infrastructure,Hyderabad,8.54,,
INC9603722,INC0301355,USER0019,2023-07,5,2023-12-24 22:57:22,,critical,,,Security Ops,,,yes,0
INC7191901,INC0304791,USER0130,2023-01,20,02/09/2024 23:15,,critical,,,Security Ops,,,YES,0
INC2597060,INC0305316,USER0168,2023-03,16,2024-07-18 02:57:13,,P1,new,,Database Admin,Remote,,Yes,0
INC3799349,INC0304917,USER0193,2023-01,23,2024-12-26 02:17:19,,1 - Critical,On Hold,,Service Desk,,,,0
INC5731266,INC0300561,USER0017,2024-04,7,11-28-2024,,,New,Hardware,Infrastructure,Mumbai,,no,2
INC6261888,INC0302981,USER0012,2024-06,0,2023-12-04 17:43:07,,4 - Low,in progress,Software,Service Desk,,,no,
INC8581536,INC0303732,USER0177,2023-02,15,05-17-2024,,P3,In Progress,Network,Service Desk,Bangalore,,Yes,2
INC9325242,INC0301496,USER0290,2024-03,3,2024-06-13 12:31:53,,critical,,,Infrastructure,Delhi,,,1
INC4563310,INC0300469,USER0040,2023-03,20,2024-11-23 11:23:18,,high,On Hold,Access,Security Ops,Remote,,no,2
INC2677098,INC0305187,USER0208,2023-09,0,2023-08-19 23:11:34,2023-08-20 10:38:39,3 - Moderate,Resolved,Hardware,Application Support,Hyderabad,11.45,YES,1
INC7907733,INC0304987,USER0094,2023-03,0,03/03/2023 15:23,2023-03-04 10:06:07,critical,CLOSED,,Application Support,Hyderabad,18.71,YES,1
INC4563477,INC0304641,USER0079,2023-05,10,2024-03-01 22:40:43,2024-03-04 00:46:34,P2,CLOSED,Access,Database Admin,Remote,50.1,no,
INC3394268,INC0303017,USER0007,2023-10,12,2024-10-06 16:12:57,2024-10-08 11:52:28,LOW,resolved,Security,Security Ops,Chennai,43.66,,0
INC3463224,INC0304890,USER0035,2023-03,21,2024-12-05,,3 - Moderate,New,Software,Service Desk,,,,0
INC5569728,INC0302676,USER0260,2023-03,14,2024-05-06 06:03:25,2024-05-06 17:53:34,4 - Low,Closed,Access,Service Desk,Hyderabad,11.84,,
INC2698862,INC0304102,USER0263,2023-06,7,01-08-2024,,4 - Low,In Progress,Database,Security Ops,,,,0
INC4044545,INC0304095,USER0135,2024-05,0,2023-09-04 14:17:32,2023-09-04,critical,Resolved,Software,Infrastructure,Chennai,6.05,yes,0
INC8004901,INC0303497,USER0180,2023-04,17,2024-09-19 11:06:12,NULL,,resolved,Software,Database Admin,Bangalore,,No,0
INC6952160,INC0302387,USER0062,2024-01,6,2024-07-23 22:41:03,2024-07-24 20:01:54,1 - Critical,Closed,Access,Application Support,Remote,21.35,YES,
INC3555342,INC0303233,USER0145,2024-06,0,04-03-2024,,LOW,in progress,Network,Security Ops,,,No,
INC8337077,INC0300008,USER0027,2024-06,6,25/12/2024 06:51,,,,,Database Admin,,,no,0
INC4761615,INC0304826,USER0040,2023-03,0,2023/03/30 06:17,,P3,New,Security,Security Ops,Remote,,No,0
INC2223230,INC0300985,USER0101,2023-08,1,2023-09-25 17:53:21,,critical,new,,Application Support,Bangalore,,,0
INC2519990,INC0303720,USER0185,2023-02,20,2024-10-02 15:20:28,2024-10-02,P2,Resolved,Database,Infrastructure,Chennai,0.72,,0
INC2128940,INC0303253,USER0142,2023-10,0,2023-02-05,2023-02-05 23:18:00,P1,Closed,Database,Application Support,Bangalore,,YES,0
INC3873976,INC0304886,USER0273,2024-03,0,2023-11-14 11:29:05,,,,,Infrastructure,,,no,0
INC3284448,INC0303727,USER0265,2023-10,1,28/11/2023 06:20,,P3,resolved,Network,Service Desk,Bangalore,,,0
